,2002,2004,2006,2007,2009,2013,2014,2017,2018,2019,2021,2023
SANTIAGO,605.0,605.0,605.0,605.0,605.0,605.0,605.0,605.0,605.0,605.0,605.0,605.0
SANTO DOMINGO,85.0,85.0,,,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0
SAQUISILI,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0
SARAGURO,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0
SEVILLA DE ORO,955.0,955.0,955.0,955.0,955.0,955.0,955.0,955.0,955.0,955.0,955.0,955.0
SHUSHUFINDI,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0
SIGCHOS,930.0,930.0,930.0,930.0,930.0,930.0,930.0,930.0,930.0,930.0,930.0,930.0
SIGSIG,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0
SIMON BOLIVAR,790.0,790.0,790.0,790.0,790.0,790.0,790.0,790.0,790.0,790.0,790.0,790.0
SINGAPUR,,,,,,481.0,481.0,,,,,
SOZORANGA,345.0,345.0,345.0,345.0,345.0,345.0,345.0,345.0,345.0,345.0,345.0,345.0
STA.ISABEL,285.0,285.0,,,,,,,,,,
STO. DGO. DE LOS CLDS,,,85.0,85.0,,,,,,,,
SUCRE,475.0,475.0,475.0,475.0,475.0,475.0,475.0,475.0,475.0,475.0,475.0,475.0
SUCUA,610.0,610.0,610.0,610.0,610.0,610.0,610.0,610.0,610.0,610.0,610.0,610.0
SUCUMBIOS,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0
SUDAFRICA,,,,,,441.0,441.0,441.0,441.0,441.0,441.0,441.0
SUECIA,,,361.0,361.0,361.0,361.0,361.0,361.0,361.0,361.0,361.0,361.0
SUIZA,,,371.0,371.0,371.0,371.0,371.0,371.0,371.0,371.0,371.0,371.0
SUSCAL,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0
TAISHA,926.0,926.0,926.0,926.0,926.0,926.0,926.0,926.0,926.0,926.0,926.0,926.0
